,pmid,aff,country
3075,34171305,"""Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Basic Science Program, Frederick National Laboratory for Cancer Research in the Laboratory of Integrative Cancer Immunology, National Cancer Institute, Bethesda, MD, USA.""",United States
3076,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Harvard Program in Biological and Biomedical Sciences, Harvard Medical School, Boston, MA 02115, USA.""",United States
3077,34171305,"""Department of Biochemistry, Boston University School of Medicine, Boston, MA, USA; National Emerging Infectious Diseases Laboratories, Boston University, Boston, MA, USA. Electronic address: msaeed1@bu.edu.""",United States
3078,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA; Harvard Medical School, Boston, MA 02115, USA; Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA 02139, USA; Department of Medicine, Massachusetts General Hospital, Boston, MA 02114, USA.""",United States
3079,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Medicine, Massachusetts General Hospital, Boston, MA 02114, USA; Center for Cancer Research, Massachusetts General Hospital, Boston, MA, USA.""",United States
3080,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA.""",United States
3081,34171305,"""Department of Hematology and Medical Oncology, Icahn School of Medicine at Mount Sinai Hospital, New York, NY, USA.""",United States
3082,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA.""",United States
3083,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA. Electronic address: sklaeger@broadinstitute.org.""",United States
3084,34171305,"""Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA.""",United States
3085,34171305,"""Cellular Immunotherapy Program and Cancer Center, Massachusetts General Hospital, Charlestown, MA 02129, USA; Harvard Medical School, Boston, MA 02115, USA.""",United States
3086,34171305,"""Department of Biochemistry, Boston University School of Medicine, Boston, MA, USA; National Emerging Infectious Diseases Laboratories, Boston University, Boston, MA, USA.""",United States
3087,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA. Electronic address: shirawg@broadinstitute.org.""",United States
3088,34171305,"""Massachusetts General Hospital, Harvard Medical School, Boston, MA 02115, USA.""",United States
3089,34171305,"""Harvard Medical School, Boston, MA 02115, USA; Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA, USA; Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Massachusetts Consortium on Pathogen Readiness, Boston, MA, USA.""",United States
3090,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA; Massachusetts Consortium on Pathogen Readiness, Boston, MA, USA; Department of Immunology and Infectious Disease, Harvard T.H. Chan School of Public Health, Boston, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD 20815, USA.""",United States
3091,34171305,"""Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA, USA.""",United States
3092,34171305,"""Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.""",United States
3093,34171305,"""Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA.""",United States
3094,34171305,"""Center for Infectious Disease and Vaccine Research, La Jolla Institute for Immunology (LJI), La Jolla, CA 92037, USA; Department of Medicine, Division of Infectious Diseases and Global Public Health, University of California, San Diego (UCSD), La Jolla, CA 92037, USA.""",United States
3095,34171305,"""Repertoire Immune Medicines, Cambridge, MA 02139, USA.""",United States
3096,34526989,"""Department of Pathology, Southwest Hospital, Army Medical University (Third Military Medical University), Chongqing, China.""",China
3097,34526989,"""Department of Pharmaceutical Engineering, School of Pharmacy and Bioengineering, Chongqing University of Technology, Chongqing, China.""",China
3098,34526989,"""Department of Pharmaceutical Analysis, College of Pharmacy, Army Medical University (Third Military Medical University), Chongqing, China.""",China
3099,34526989,"""Institute of Immunology People&#x27;s Libration Army (PLA) &amp; Department of Immunology, Army Medical University (Third Military Medical University), Chongqing, China.""",China
3100,34526989,"""Department of Immunology, Weifang Medical University, Weifang, China.""",China
3101,33633747,"""Facility for Biotechnology Resources, Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",United States
3102,33633747,"""Molecular Biology Section, Laboratory of Immune System Biology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, United States.""",United States
3103,33633747,"""Laboratory of Biological Chemistry, Office of Biotechnology Products, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",United States
3104,33633747,"""Laboratory of Immunology, Office of Biotechnology Products, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",United States
3105,33633747,"""Division of Applied Regulatory Science, Office of Translational Science, Center for Drugs Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States.""",United States
3106,33633747,"""Department of Microbiology and Immunology, School of Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States.""",United States
3107,31324691,"""Department of Life Sciences and Chemistry, Jacobs University, Bremen, Germany.""",Germany
3108,31324691,"""Immatics Biotechnologies GmbH, T\xc3\xbcbingen, Germany. andreas.moritz@student.uni-tuebingen.de maurer@immatics.com.""",Germany
3109,31324691,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany. andreas.moritz@student.uni-tuebingen.de maurer@immatics.com.""",Germany
3110,31324691,"""Immatics Biotechnologies GmbH, T\xc3\xbcbingen, Germany.""",Germany
3111,31324691,"""European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, D-22607 Hamburg, Germany.""",Germany
3112,31324691,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
3113,34627082,"""Targeted Tumor Vaccines Group, Clinical Cooperation Unit Applied Tumor Immunity, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany.""",Germany
3114,34627082,"""Targeted Tumor Vaccines Group, Clinical Cooperation Unit Applied Tumor Immunity, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany. Electronic address: a.cid@dkfz-heidelberg.de.""",Germany
3115,34561969,"""School of Biopharmaceutical and Medical Sciences, Sungshin Women&#x27;s University, Seoul, Republic of Korea.""",South Korea
3116,34561969,"""National Center for Bioinformatics, Quaid-i-Azam University, Islamabad, Pakistan.""",Pakistan
3117,34561969,"""Immunitrack, Copenhagen, Denmark.""",Denmark
3118,34561969,"""Department of Genome Medicine and Science, College of Medicine, Gachon University, Incheon, Republic of Korea.""",South Korea
3119,34561969,"""Department of Health Sciences and Technology, GAIHST, Gachon University, Incheon, Republic of Korea.""",South Korea
3120,34561969,"""Department of Pharmaceutical Engineering, Sangji University, Wonju, Republic of Korea.""",South Korea
3121,34561969,"""New Drug Development Center, Osong Medical Innovation Foundation, Cheongju-si, Republic of Korea.""",South Korea
3122,33592498,"""Ludwig Cancer Research Center, University of Lausanne, Lausanne, Switzerland; Department of Oncology, Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne, Switzerland. Electronic address: Michal.bassani@chuv.ch.""",Switzerland
3123,33592498,"""Department of General Surgery, Molecular Oncology and Immunotherapy, University Medical Center Rostock, Rostock, Germany.""",Germany
3124,33592498,"""Ludwig Cancer Research Center, University of Lausanne, Lausanne, Switzerland; Department of Oncology, Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne, Switzerland.""",Switzerland
3125,33592498,"""Laboratories of General Pathology and Immunology &quot;Giovanna Tosi&quot;, Department of Medicine and Surgery, School of Medicine, University of Insubria, Varese, Italy.""",Italy
3126,33592498,"""SIB Swiss Institute of Bioinformatics, Lausanne, Switzerland.""",Switzerland
3127,9568678,"""Northwest Biotherapeutics, L.L.C., Pacific Northwest Cancer Foundation, Seattle, Washington 98125, USA. mls@nwbio.org""",United States
3128,34638844,"""Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, 28220 Majadahonda, Spain.""",Spain
3129,34638844,"""Proteomics Unit, Spanish National Biotechnology Center (CNB-CSIC), 28049 Madrid, Spain.""",Spain
3130,9743387,"""Laboratory of Tumor Immunology and Biology, Division of Basic Science, National Cancer Institute, Bethesda, MD 20892, USA.""",United States
3131,9051144,"""Department of Medicine, Loyola University Medical Center, Maywood, Illinois 60153, USA.""",United States
3132,32938616,"""Division of Cancer Research, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.""",Australia
3133,32938616,"""Cancer Immunobiology, Olivia Newton-John Cancer Research Institute, Austin Hospital, Heidelberg, Victoria, Australia. anthony.purcell@monash.edu Andreas.behren@onjcri.org.au ralf.schittenhelm@monash.edu.""",Australia
3134,32938616,"""Department of Biochemistry and Genetics, La Trobe Institute for Molecular Science, La Trobe University, Melbourne, Victoria, Australia.""",Australia
3135,32938616,"""Monash Proteomics &amp; Metabolomics Facility, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia.""",Australia
3136,32938616,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia.""",Australia
3137,32938616,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia. anthony.purcell@monash.edu Andreas.behren@onjcri.org.au ralf.schittenhelm@monash.edu.""",Australia
3138,32938616,"""Cancer Immunobiology, Olivia Newton-John Cancer Research Institute, Austin Hospital, Heidelberg, Victoria, Australia.""",Australia
3139,32938616,"""School of Cancer Medicine, La Trobe University, Bundoora, Victoria, Australia.""",Australia
3140,32938616,"""Department of Pathology, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.""",Australia
3141,9048833,"""Laboratory of Tumor Immunology and Biology, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892-1750, USA.""",United States
3142,9457311,"""Urology Section, U.S. Department of Veterans Affairs Maryland Health Care System, Baltimore, Maryland, USA.""",United States
3143,34518289,"""Core Facility Experimental Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3144,34518289,"""TUM School of Life Sciences and Center for Integrated Protein Science Munich, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3145,34518289,"""Institute of Molecular Oncology and Functional Genomics, TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3146,34518289,"""MRI-TUM-Biobank at the Institute of Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3147,34518289,"""German Cancer Consortium (DKTK), partner-site Munich, and German Cancer Research Center (DKFZ) Heidelberg, Heidelberg, Germany.""",Germany
3148,34518289,"""Klinik und Poliklinik f\xc3\xbcr Innere Medizin III, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3149,34518289,"""Institute of Pathology, School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
3150,34518289,"""Center for Translational Cancer Research (TranslaTUM), TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany.""",Germany
