,type,affiliation
3256,hospital,"""Zhejiang Provincial People&#x27;s Hospital, Affiliated People&#x27;s Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, China."""
3257,institute,"""European Molecular Biology Laboratory (EMBL), Hamburg, Germany."""
3258,university,"""Beijing Advanced Innovation Center for Structural Biology, Beijing Frontier Research Center for Biological Structure, MOE Key Laboratory of Bioorganic Phosphorus Chemistry &amp; Chemical Biology, School of Pharmaceutical Sciences, Tsinghua University, Beijing 100084, China; Tsinghua-Peking Center for Life Sciences, Beijing 100084, China. Electronic address: xutan@tsinghua.edu.cn."""
3259,university,"""Centre for Immuno-oncology, Nuffield Department of Medicine, University of Oxford, Oxford, UK. andrew.mcmichael@ndm.ox.ac.uk."""
3260,hospital,"""Laboratory of Immuno-Oncology, Fujian Medical University Cancer Hospital &amp; Fujian Cancer Hospital, No. 420, Fuma Road, Jinan District, Fuzhou, Fujian, 350014, China."""
3261,university,"""Department of Infectious Disease Immunology, Statens Serum Institute, Copenhagen, Denmark."""
3262,university,"""Department of Medicine, Division of Hematology and Medical Oncology, Weill Cornell Medicine, New York, NY, USA. klebanoc@mskcc.org."""
3263,university,"""Department of Microbiology and Immunology, The University of Melbourne, Parkville 3010 VIC Australia."""
3264,university,"""Nuffield Department of Medicine Research Building, Nuffield Department of Medicine, University of Oxford, Roosevelt Drive, Oxford OX3 7FZ, UK."""
3265,university,"""Department of Cellular and Molecular Pharmacology, University of California, San Francisco, San Francisco, CA 94158, USA; Howard Hughes Medical Institute, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: kevan.shokat@ucsf.edu."""
3266,university,"""Institute of Pathology, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany."""
3267,university,"""Department of Pediatrics, University of Pennsylvania, Perelman School of Medicine , Philadelphia, Pennsylvania, USA."""
3268,university,"""Department of Immunology, School of Medicine, Complutense University of Madrid, Madrid, Spain."""
3269,university,"""Cattedra Malattie Infettive, Universit\xc3\xa0 di Parma, Italy."""
3270,institute,"""Division of Immunology, Aichi Cancer Center Research Institute, Nagoya, Japan."""
3271,hospital,"""Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark."""
3272,university,"""Department of Microbiology &amp; Immunology, The University of Melbourne, Parkville, Victoria 3010, Australia."""
3273,university,"""Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."""
3274,university,"""Charit\xc3\xa9, University Medicine Berlin, Berlin, Germany."""
3275,institute,"""Novo Nordisk Research Center Seattle, Inc., 530 Fairview Ave N, Seattle, WA, 98109, USA."""
3276,university,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA; Department of Surgery, University of Chicago, Chicago, Illinois, USA;"""
3277,university,"""INSERM, U1016, Cochin Institute, 75014 Paris, France; CNRS, UMR8104, Cochin Institute, 75014 Paris, France; Paris Descartes University, Sorbonne Paris Cit\xc3\xa9, 75014 Paris, France."""
3278,university,"""Department of Chemistry, University of Virginia, Charlottesville, Virginia, United States of America; Department of Pathology, University of Virginia, Charlottesville, Virginia, United States of America."""
3279,institute,"""INSERM, U1016, Cochin Institute, Paris, France. roberto.mallone@inserm.fr."""
3280,university,"""Lustgarten Laboratory for Pancreatic Cancer Research, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu."""
3281,private,"""Laboratory of Immunology, Division of Therapeutic Proteins, Office of Biotechnology Products, Center for Drug Evaluation and Research, Food and Drug Administration, Bethesda, MD 20892, USA. Michael.norcross@fda.hhs.gov"""
3282,institute,"""Ragon Institute of MGH, MIT, and Harvard, Cambridge, MA, USA."""
3283,private,"""\xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain. Electronic address: aldecastro@cbm.csic.es."""
3284,university,"""Department for Viral Immunology, Heinrich-Pette-Institute, Hamburg, Germany."""
3285,university,"""Structural Biology and Biochemistry Program, University of Colorado Anschutz Medical Campus, Aurora, USA."""
3286,university,"""Immunology Unit, Department of Cell Biology, Physiology and Immunology and Institut de Biotecnologia i Biomedicina, Universitat Aut\xc3\xb2noma de Barcelona , 08193 Bellaterra, Spain."""
3287,university,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, 2300 RC, Leiden, The Netherlands."""
3288,institute,"""the Queensland Institute of Medical Research Berghofer Medical Research Institute, Brisbane, Queensland 4029, Australia."""
3289,university,"""Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305, USA; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305, USA."""
3290,university,"""Institut des Sciences Mol\xc3\xa9culaires (UMR-CNRS 5255) and Institut Europ\xc3\xa9en de Chimie et Biologie (IECB), Universit\xc3\xa9 de Bordeaux, 2 Rue Robert Escarpit, 33607 Pessac, France."""
3291,university,"""Clinical Immunology, Rudbeck Laboratory, Uppsala University, Uppsala, Sweden."""
3292,hospital,"""Department of Immunohematology and Blood Bank, University Hospital Leiden, The Netherlands."""
3293,university,"""Institut for Clinical Chemistry, University Medical Center Goettingen Bioanalytics, Goettingen, Germany."""
3294,university,"""Department of General Neurology, Hertie Institute for Clinical Brain Research, T\xc3\xbcbingen, Germany."""
3295,university,"""INSERM UMR 1186, Integrative Tumour Immunology and Genetic Oncology, Gustave Roussy, EPHE, PSL, Fac. de M\xc3\xa9decine, Univ. Paris-Sud, Universit\xc3\xa9 Paris-Saclay, 94805, Villejuif, France."""
3296,institute,"""Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, 28220 Majadahonda, Madrid, Spain. Electronic address: dlopez@isciii.es."""
3297,institute,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China;"""
3298,university,"""Department of Chemistry and Biochemistry, University of California, Santa Cruz, CA 95064."""
3299,university,"""Department of Systems Biology, Center for Biological Sequence Analysis, Technical University of Denmark, Lyngby, Denmark."""
3300,university,"""From the Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Melbourne 3800, Australia, Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN Wales, United Kingdom, and Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia jamie.rossjohn@monash.edu."""
3301,private,"""Molecular and Cellular Immunology Section, Laboratory of Immunogenetics, NIAID, NIH, Rockville, MD 20852."""
3302,university,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Biomedicine Discovery Institute, Monash University, Clayton 3800, VIC, Australia. Electronic address: anthony.purcell@monash.edu."""
3303,private,"""INTAVIS Peptide Services GmbH &amp; Co.KG, Waldh\xc3\xa4user Str. 64, 72076, T\xc3\xbcbingen, Germany."""
3304,institute,"""URA 1156 CNRS, Institut Gustave Roussy, Villejuif, France."""
3305,hospital,"""University Hospital T\xc3\xbcbingen, Department of Diagnostic and Interventional Radiology, Hoppe-Seyler-Str. 3, 72076 T\xc3\xbcbingen, Germany."""
3306,university,"""Department of Internal Medicine 5, Hematology/Oncology, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany."""
3307,institute,"""Bioorganic Research Institute, Suntory Foundation for Life Sciences, Osaka 618-8503, Japan sugase@sunbor.or.jp."""
3308,university,"""Department of Medicine, Portland Veterans Administration Medical Center, Oregon Health Science University, Portland, OR 97239, USA."""
3309,university,"""Department of Molecular, Cell, and Developmental Biology, University of California, Santa Cruz, Santa Cruz, CA, United States."""
3310,hospital,"""Department of Thoracic Medicine, The Prince Charles Hospital, Brisbane 4032 QLD Australia."""
3311,university,"""Department of Oncology and Pathology, Karolinska Institutet, Stockholm, Sweden."""
3312,university,"""T-Cell Modulation Group, Division of Infection and Immunity, Cardiff University School of Medicine, Cardiff, United Kingdom."""
3313,university,"""Queensland Institute of Medical Research and Joint Oncology Program, University of Queensland, Brisbane, Australia. rajivK@qimr.edu.au"""
3314,university,"""Department of Immunobiology, King\xe2\x80\x99s College London, London, United Kingdom."""
3315,university,"""Department of Internal Medicine I, University of Bonn, Bonn, Germany."""
3316,university,"""Department of Chemical and Systems Biology, Stanford Medicine, Stanford, CA, USA."""
3317,university,"""Graduate Program in Immunology and Microbiology, University of Massachusetts Medical School, Worcester, Massachusetts, USA."""
3318,university,"""Department of Microbiology and Immunology, School of Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States."""
3319,university,"""Department of Mathematics and Computer Science, Open University of Israel, Raanana, Israel."""
3320,institute,"""**Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland."""
3321,university,"""Department of Pathology, University of Massachusetts Medical School, Worcester, Massachusetts, United States of America."""
3322,university,"""Department of Hematology, Leiden University Medical Center, The Netherlands."""
3323,private,"""Laboratory of Cancer Immunoregulation, Istituto Nazionale per lo Studio e la Cura dei Tumori, &quot;Fondazione Pascale&quot;-IRCCS, Via Mariano Semmola, 1, 80131, Naples, Italy. l.buonaguro@istitutotumori.na.it."""
3324,university,"""Department of Life Sciences, Centre for Integrative Systems Biology and Bioinformatics, Imperial College London, London, United Kingdom."""
3325,university,"""University of Tunis El Manar, Tunis, Tunisia."""
3326,university,"""Applied Bioinformatics, Center for Bioinformatics, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany."""
3327,university,"""School of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou 325035, China; liujun@ivdc.chinacdc.cn gaof@im.ac.cn jfk31@cam.ac.uk."""
3328,university,"""Core Facility Proteomics, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany."""
3329,university,"""Departments of Pathology and Translational Research, Institut Curie, Paris, France."""
3330,university,"""Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, United States."""
3331,university,"""Institute for Laboratory and Transfusion Medicine, Heart and Diabetes Center North Rhine-Westphalia, Ruhr University Bochum, Georgstra\xc3\x9fe 11, 32545 Bad Oeynhausen, Germany."""
3332,university,"""Doctoral Training Centre in Sustainable Chemical Technologies, University of Bath, UK."""
3333,university,"""The Jenner Institute, University of Oxford, Oxford, United Kingdom."""
3334,university,"""Institute of Immunology PLA, Third Military Medical University, Chongqing 400038, China. Electronic address: liwang118@tmmu.edu.cn."""
3335,university,"""Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA, 94305, USA."""
3336,university,"""Department of Microbiology and Immunology, College of Medicine, University of Illinois, Chicago, IL 60612; mbouvier@uic.edu."""
3337,university,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Cardiff CF14 4XN, United Kingdom; Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria 3800, Australia; Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia;"""
3338,university,"""Ludwig Center for Cancer Research of the University of Lausanne, 1066 Epalinges, Switzerland; and Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland david.gfeller@unil.ch."""
3339,university,"""Biomedicine Discovery Institute and Department of Biochemistry &amp; Molecular Biology, Monash University, Melbourne, VIC, Australia. Electronic address: anthony.purcell@monash.edu."""
3340,university,"""From the Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma), 28049 Madrid, Spain, aldecastro@cbm.csic.es."""
3341,institute,"""QIMR Berghofer Medical Research Institute, Brisbane, Queensland, Australia."""
3342,institute,"""Defense Medical and Environmental Research Institute, DSO National Laboratories, Singapore, 117510, Singapore."""
3343,university,"""Institut f\xc3\xbcr Immungenetik, Universit\xc3\xa4tsklinikum Charit\xc3\xa9, Humboldt-Universit\xc3\xa4t zu Berlin, Germany."""
3344,university,"""Universit\xc3\xa9 de Paris, Institut Cochin, CNRS, INSERM, Paris, France."""
